Id,Predicted
42329388060000,149589
42317398250000,180873
42317392280000,91599
42173365460000,126478
42173367440000,116489
42383393610000,206374
42461401410000,128806
42173368580000,81560
42461396770000,80444
42329395890000,143765
42461386550000,152364
42103362960000,35575
42173361730000,154357
42003463240000,243913
42461391740000,118916
42461399530100,170448
42383387040000,155217
42329393140000,174311
42383385570000,48217
42173366910000,139244
42173368430000,84437
42461397170000,174724
42329394020000,84622
42329395340200,58956
42317401240000,177702
42329393650000,126260
42173363780000,120038
42461391550100,139261
42135432240000,130410
42317394600000,148510
42317395640000,179897
42383390390000,146660
42495334650000,88870
42461401320000,140993
42383393060000,97348
42003468970000,22092
42329394040000,140728
42329398050000,229510
42383385550000,72869
42329393320100,228288
42383387170000,120523
42329390190000,149278
42173363820000,159624
42461395330000,177229
42461394240000,119274
42329394410100,202731
30015409640000,138543
42173364120000,131919
42461388390000,226671
42173369470000,149054
42235358070000,134073
42461392750000,140697
42461393140000,176470
42461395250000,104378
42461396440000,123889
42329401150000,208727
42317390590000,196146
42383386950000,214431
42329393970000,228516
42317398200000,125341
42461390500000,151458
42383385960400,180131
42173363950000,145555
42135431730000,125841
42461398120000,151921
42115336510000,147178
42383386110000,232888
42383387160000,115217
42461398610000,135491
42383388000000,191976
42329401170000,214438
42461397400200,39659
42173368480000,85523
42461390560000,170155
30015397790000,82893
42383385620000,100714
42173365850000,156635
42235358090100,123454
42317399860000,184742
42329394490000,178596
42135430510000,156869
42461391760000,154524
42173369420000,156980
42461395500000,115680
42317395840000,192946
42003465290000,124224
42461391300000,150411
42003464480000,55690
42461396240000,135345
42383383790000,131657
42383385670000,142276
42329397260100,180652
42173364070300,28423
42173366340000,129771
42173362080000,168067
42461393720000,151920
42461395000000,161683
42173359970000,146048
42383387130000,184566
30015402620000,78760
42329389610000,109110
42317395320000,142753
42317390040000,69887
42383385950000,179736
42227382450000,175863
42329400980000,74977
42329389110000,53081
42173361550000,143414
42317401500000,127582
42173364990000,125007
42235357480000,181148
42173369110000,227465
42461395460000,163487
42329390270000,181365
42461399890000,61688
42317398450000,216447
35017246220000,30153
35017246110000,34837
35017246720000,128081
35051237950000,80164
35051238210000,96444
35017246440000,26506
35017246010000,58641
35051238670000,101277
35137271490000,79415
33061027110000,197298
33053051060000,201576
33053047330000,146972
35137271400000,74558
35137272370000,127451
33023011690000,110692
35051238170000,107243
35049250330000,129724
35137274140000,197537
42389342570000,186423
35137271260000,39421
35051238370000,114520
42389344650000,168040
35051237140000,111791
42235354800000,205031
35017246540000,49528
33023012050000,111395
35051237470000,146005
33053062600000,166282
35137271170000,114965
33025024770000,158677
35011235010000,114292
42235355250000,109907
42105416570000,81916
42383378180000,97503
42301326210000,166834
42475364830000,112048
42003470420000,154597
42235352270100,183709
35049250400000,155554
35049250410000,162044
35017247030000,50736
33025023530000,233896
33061026580000,133367
42105418960000,122596
42389345350000,90433
42301321350100,85196
42235355410100,93739
42389340030100,40303
42003469530000,22696
42495336180000,135551
42389345670000,144811
35017246500000,51261
33061026520000,162405
35017246640000,99193
42383378020000,133050
33061032130000,212785
42389341840000,135169
35017246450000,62931
42109326190000,149198
30025421200000,151206
42383387270000,165987
42301319700000,67587
42235355070000,202197
42109327330100,129517
42235356100000,183264
42475365670000,102178
42383391030000,138424
42383381530000,99984
42383382770100,89976
42389344090100,100300
42389345530000,210124
30015419420000,96255
42475367070000,78386
42371391260100,104429
42461396210000,144106
42389339640000,117098
42383382670000,151670
30015427850000,63569
42105417970000,131400
42105419590000,129044
42371331910100,134340
30025424800000,417878
42301323090000,76911
42235355570000,97461
35051237610000,116616
35051238190000,123692
35051238330000,51456
42389335610000,107758
42389340940000,137234
42235356630000,34100
42389345660000,218944
42383386000000,185626
42109328210000,137410
42105420330000,130055
30015429360000,67106
42235356580000,34208
30015429090000,56133
42475366200000,120487
42235354190000,265731
42301322640000,117691
42389341870000,103806
42301323340000,93167
42105418180000,167981
42383384740000,175431
42383393530000,200413
42383386270000,51873
42173364760000,149635
42301323180000,43143
42461390030000,168119
42389338200000,99677
42105420870000,176726
42235357570000,74038
42235360040000,129006
42371392940000,164126
42389339940000,117161
42383389170000,191766
42135429600000,59134
42235359240000,189790
42389336820000,166083
42383386500000,128859
42383393200000,111096
42109325850000,33357
30015417860000,81490
42389348070000,179619
42389340350000,128309
42389341620000,152768
42235358300000,214103
42431334360100,87147
33053056970000,78578
42371392130100,215321
42389343330100,226531
42431334460000,120241
35137272440000,133876
30015416180000,111738
42235358390000,200900
42389347370000,161120
42235358610000,185018
42475365450000,98672
42235350750000,195598
42105419000000,172421
35073249340000,148474
42105419580000,128926
42389344370000,212198
42109327740000,233630
42235355870000,125730
42301321730000,121144
42475365950000,120471
42235359250000,187209
42389347660000,165451
42329401520000,144817
42389338920100,90045
42389345280000,100905
42317391110000,66157
42383391880000,182916
42389342790000,51506
42301320120000,138728
42475365380000,90493
42383390890000,159550
42301322160000,49291
42235359970000,105873
42105414810100,121422
42105420500000,91809
42109326860000,100524
42235360090000,100706
42301325990000,235235
42301324990000,604256
42389344710000,150254
42389343680000,154844
42383385490000,155696
42389342870000,151955
42301322320000,55565
42383384150000,145742
42301322200000,99737
30025423170000,158078
35049249790200,108786
42383383940100,135866
35017248110000,104788
42389336610000,125186
42105420810000,143467
42389347960000,165382
42235355760000,141436
42475369250100,256246
30015427840000,80680
42389340180000,102334
33061030910100,90566
42105419190000,139582
42371392990000,174643
42301320330000,140496
42383387540000,122151
35051238040000,84938
42383387510000,103043
42389343550000,159043
42317400460000,168139
42389339360100,134890
42383391950000,82804
42389343220000,124630
42301320850000,151270
30015417820000,85439
42371392480100,78832
33025022980000,119991
33053058770000,126458
42495335590100,121944
30015417540000,75863
33053058110000,99451
33053053580000,163590
33053057890000,285595
42475363520100,135024
42301323230000,121575
42235354780000,208944
42235355120000,172289
42301320040100,53029
42383384510000,104869
42105419640000,24003
42301323320000,111798
42105419490000,128961
42235356720000,223458
42383388140000,49566
42389340060000,89606
42383378000000,111573
42389343850100,156360
42475364600000,128208
42109328290000,488847
42389346740000,155656
42389342880000,186575
42383386190000,146903
42301323780000,79459
42383387490000,99008
42173359600000,78824
42475369620000,86302
42301320990100,126115
42383391410000,169379
42389344440000,122436
42383387250000,181757
30015423840000,91100
42003456320000,53108
30015417300000,95579
42389346310000,250297
42317392520000,99459
42109327220000,211606
42301324440000,73324
42389348640000,184061
42389339330000,127149
42389343010100,117893
42389347540100,135187
42389342640000,272842
42389339930000,184739
42475364860000,104146
42389342000000,152529
42389348570000,63468
42389340750000,82700
42317393660000,116031
42301325310000,63809
