well_id,well_enc,twt,rhob,vp,vs,formation,seis_near,seis_mid,seis_far,bg_vel
well_01,0,2195.0,2.564773123,4380.162852,2215.967506,2,-7982.4830818313985,-4143.723339378441,-6086.266015056639,4921.282693934252
well_01,0,2195.5,2.552258211,4080.2561960000003,2078.260417,2,-5308.063130573606,-2163.597359861363,-4344.917154938206,4923.632000954732
well_01,0,2196.0,2.553845174,4107.523447,2086.795845,2,-2361.195312500001,-111.97167968750045,-2575.12890625,4925.908885380662
well_01,0,2196.5,2.548089229,4126.988749,2107.0693079999996,2,793.3385428869893,1970.153169717162,-797.6826987458184,4928.113043994996
well_01,0,2197.0,2.56222397,4279.544453,2129.246127,2,4049.8231307311926,4035.579927062051,967.2679588849627,4930.244173580692
well_01,0,2197.5,2.562508094,4084.417045,2065.952055,2,7292.309777338004,6035.562148590451,2699.7265382190712,4932.301970920711
well_01,0,2198.0,2.575280966,3954.4992439999996,2064.443714,2,10404.84980901282,7921.353390545645,4379.696510833235,4934.286132798009
well_01,0,2198.5,2.575280966,3953.734942,2070.628731,2,13271.494552061033,9644.207209170914,5987.1813483041815,4936.196355995546
well_01,0,2199.0,2.575280966,4141.15215,2130.100776,2,15776.295332788039,11155.377160709542,7502.1845222086395,4938.032337296276
well_01,0,2199.5,2.575280966,4098.123953,2139.876479,2,17803.30347749923,12406.116801404809,8904.709504123337,4939.793773483158
well_01,0,2200.0,2.573066223,3928.1055420000002,2074.679071,2,19236.5703125,13347.679687500002,10174.759765625002,4941.480361339152
well_01,0,2200.5,2.573704043,3923.6860890000003,2074.679071,2,19989.998220676167,13945.349049248694,11296.346948921266,4943.091850229876
well_01,0,2201.0,2.573704043,4281.7627840000005,2189.935609,2,20096.893811235175,14220.526812945664,12269.515378743386,4944.628199851593
well_01,0,2201.5,2.573066223,3897.237271,2069.838296,2,19620.414749964908,14208.64457889597,13098.317550453521,4946.089422483227
well_01,0,2202.0,2.573704043,3913.288668,2074.679071,2,18623.71870265324,13945.133947404685,13786.80595941383,4947.475530403699
well_01,0,2202.5,2.57724737,4049.148552,2069.77452,2,17169.963335088043,13465.426518776881,14339.033100986471,4948.786535891938
well_01,0,2203.0,2.575245652,4145.415637,2105.007806,2,15322.306313057188,12804.95389331762,14759.05147053361,4950.022451226865
well_01,0,2203.5,2.5761734730000003,4155.084551,2105.9747199999997,2,13143.90530234855,11999.14767133197,15050.9135634174,4951.183288687403
well_01,0,2204.0,2.576863851,3967.733999,2057.261052,2,10697.91796875,11083.439453125,15218.671875000002,4952.269060552477
well_01,0,2204.5,2.576573851,4075.493404,2079.948243,2,8054.416504935096,10093.47926449839,15268.523773452607,4953.279779101012
well_01,0,2205.0,2.578751814,4076.834371,2079.948243,2,5311.131211120102,9065.790833240264,15215.246118182518,4954.21545661193
well_01,0,2205.5,2.576573851,3953.068343,2045.921667,2,2572.7069144069724,8037.11631263536,15075.760641406065,4955.076105364157
well_01,0,2206.0,2.576573851,3981.6973009999997,2057.261052,2,-56.21155810234471,7044.197855968418,14866.989075339583,4955.8617376366155
well_01,0,2206.5,2.575936031,4200.921027,2096.587172,2,-2470.9793793059007,6123.777616524174,14605.853152199403,4956.572365708231
well_01,0,2207.0,2.576573851,3823.361185,1993.158759,2,-4566.951722101746,5312.597747587364,14309.274604201859,4957.208001857925
well_01,0,2207.5,2.575883473,4119.219499,2095.556662,2,-6239.483759387927,4647.400402442727,13994.175163563279,4957.768658364621
well_01,0,2208.0,2.576863851,4023.9866079999997,2063.072467,2,-7383.9306640625,4164.927734375,13677.4765625,4958.254347507247
well_01,0,2208.5,2.578048216,3974.584179,2057.261052,2,-7922.745689925206,3891.686544735288,13372.269661522467,4958.665081564725
well_01,0,2209.0,2.578686036,4200.029576,2092.5408079999997,2,-7886.774414382574,3813.2422271401583,13076.321834317569,4959.000872815976
well_01,0,2209.5,2.550063813,4098.526221,2093.535886,2,-7333.960495742823,3904.9248232725467,12783.569582866317,4959.261733539928
well_01,0,2210.0,2.55592486,3971.533861,2058.8783,2,-6322.247592314172,4142.06437481539,12487.949409149722,4959.447676015503
well_01,0,2210.5,2.5503479369999997,4120.160511,2083.047358,2,-4909.579362404844,4499.990923451621,12183.397815148783,4959.55878338202
well_01,0,2211.0,2.550754191,4083.9737659999996,2094.834271,2,-3153.899464323059,4954.034510864177,11863.85130284451,4959.595422220376
well_01,0,2211.5,2.567672796,4182.997125,2092.410684,2,-1113.151556377038,5479.525178735991,11523.246374217917,4959.558029971865
well_01,0,2212.0,2.580678746,4342.644542,2132.292054,2,1154.720703125,6051.79296875,11155.51953125,4959.447044077776
well_01,0,2212.5,2.550754191,4198.669975,2096.111637,2,3587.6301185200055,6645.370019359534,10755.19801075539,4959.262901979402
well_01,0,2213.0,2.551275757,4098.5427549999995,2093.535886,2,6106.915344725623,7231.596856099495,10319.171988883147,4959.006041118038
well_01,0,2213.5,2.5503479369999997,4090.2049159999997,2090.988355,2,8629.771499304672,7781.016101275185,9844.92237661597,4958.676898934972
well_01,0,2214.0,2.5503479369999997,4108.248697,2088.784653,2,11073.393699819972,8264.1703771919,9329.930084936539,4958.275912871499
well_01,0,2214.5,2.546066926,4009.361725,2077.958495,2,13354.977063834334,8651.602306154942,8771.67602482754,4957.803520368908
well_01,0,2215.0,2.551038315,3941.1894079999997,2058.689776,2,15391.716708910584,8913.854510469606,8167.64110727166,4957.260158868495
well_01,0,2215.5,2.577357837,4102.984002,2108.364821,2,17100.807752611534,9021.469612441193,7515.306243251586,4956.646265811549
well_01,0,2216.0,2.578048216,3958.392019,2051.524524,2,18399.4453125,8944.990234375002,6812.152343750001,4955.962278639364
well_01,0,2216.5,2.578048216,4063.659308,2083.93301,2,19223.64467041977,8663.963600147137,6058.222837539731,4955.208634793231
well_01,0,2217.0,2.578048216,3859.8186920000003,2007.273729,2,19584.701765338476,8193.955339916942,5263.811224554139,4954.385771714443
well_01,0,2217.5,2.551038315,3921.843378,2055.430092,2,19512.732700504715,7559.535685414558,4441.773522516729,4953.494126844289
well_01,0,2218.0,2.553580057,3717.644282,1980.658517,2,19037.8535791671,6785.274868370137,3604.9657491510047,4952.534137624066
well_01,0,2218.5,2.561061334,3596.478449,1934.377492,2,18190.18050457421,5895.743120513824,2766.2439221804666,4951.506241495064
well_01,0,2219.0,2.582244382,4158.46884,2138.61223,2,16999.82957997467,4915.5106735757645,1938.4640593286188,4950.410875898574
well_01,0,2219.5,2.578686036,4000.452886,2063.072467,2,15496.91690861707,3869.147759286108,1134.4821783189623,4949.248478275888
well_01,0,2220.0,2.566888686,4393.376955,2187.494307,2,13711.558593750004,2781.224609375,367.1542968750001,4948.0194860683005
well_01,0,2220.5,2.558386115,3675.593133,1969.8525100000002,2,11681.540856478172,1677.2067781720389,-351.3793274975554,4946.724688217658
well_01,0,2221.0,2.561668582,3786.5884149999997,1988.9028280000002,2,9475.330389330642,586.1411104046207,-1011.8414781641526,4945.366279668036
well_01,0,2221.5,2.560746637,3708.1554880000003,1970.619174,2,7169.06400269258,-462.0302266004065,-1605.6706987080313,4943.946806864065
well_01,0,2222.0,2.561030761,3736.8370219999997,1973.321586,2,4838.878506949149,-1437.365065516194,-2124.30553271243,4942.468816250376
well_01,0,2222.5,2.565014035,3741.483642,1981.488892,2,2560.9107124855113,-2309.9212390158955,-2559.184523760587,4940.934854271602
well_01,0,2223.0,2.587223161,4501.020490999999,2281.2012579999996,2,411.29742968683115,-3049.7565797726616,-2901.7462154357418,4939.347467372372
well_01,0,2223.5,2.587979041,4144.147502000001,2119.965765,2,-1533.8245310617262,-3626.9289204596457,-3143.4291513211333,4937.709201997316
well_01,0,2224.0,2.584658132,4066.190946,2103.439901,2,-3198.3183593749995,-4011.4960937500005,-3275.6718750000005,4936.0226045910695
well_01,0,2224.5,2.5848094109999997,4424.260947,2272.454565,2,-4519.577764911542,-4181.6794857997675,-3293.1698486859827,4934.2902215982585
well_01,0,2225.0,2.5829347609999997,4073.4563869999997,2100.951759,2,-5489.118537504779,-4148.354696696554,-3203.646209114324,4932.514599463519
well_01,0,2225.5,2.587979041,4131.9623520000005,2119.965765,2,-6111.986987031861,-3930.5608800108575,-3018.081011650668,4930.698284631479
well_01,0,2226.0,2.587979041,4221.383184,2136.881362,2,-6393.22942336993,-3547.3371893131725,-2747.454311660661,4928.843823546769
well_01,0,2226.5,2.570452534,3938.729548,2043.354961,2,-6337.892156396133,-3017.7227781739984,-2402.746164509946,4926.953762654023
well_01,0,2227.0,2.551038315,3945.2347299999997,2058.689776,2,-5951.021495987616,-2360.7568001638297,-1994.9366255641678,4925.03064839787
well_01,0,2227.5,2.5503479369999997,4102.840407,2091.782237,2,-5237.663752021523,-1595.478408853165,-1535.0057501889712,4923.07702722294
well_01,0,2228.0,2.5503479369999997,4158.820623,2100.181946,2,-4202.865234375,-740.9267578125,-1033.9335937500002,4921.095445573868
well_01,0,2228.5,2.579528261,4415.921847,2175.063841,2,-2864.407473986543,180.73050821245627,-504.28116347018516,4919.088449895283
well_01,0,2229.0,2.5502514169999997,4386.516898,2155.504732,2,-1291.0128860400362,1134.811779775151,35.06672599840027,4917.058586631815
well_01,0,2229.5,2.550063813,4132.404906000001,2074.621425,2,435.860893219289,2083.506956253819,563.6443081463979,4915.008402228096
well_01,0,2230.0,2.549520368,4297.8707810000005,2097.679221,2,2234.7562275461974,2989.0059370266968,1060.9858164644484,4912.940443128758
well_01,0,2230.5,2.5503479369999997,4102.166752,2090.632641,2,4024.215480695457,3813.498621472018,1506.6254844431924,4910.856840759662
well_01,0,2231.0,2.578686036,4244.503051,2089.485807,2,5722.781016421832,4519.174908968019,1880.0975455732719,4908.758066471597
well_01,0,2231.5,2.5817106869999997,4543.192693,2309.2676690000003,2,7248.995198480092,5068.224698892934,2160.9362333453273,4906.644176596583
well_01,0,2232.0,2.565306414,4416.2097619999995,2164.772081,2,8521.400390625002,5422.837890625001,2328.67578125,4904.515227466635
well_01,0,2232.5,2.551038315,4068.437907,2088.972009,2,9470.69018572954,5552.614872917593,2367.2317927583726,4902.371275413776
well_01,0,2233.0,2.538811016,4099.727985,2108.256316,2,10076.163093139532,5456.797992024661,2278.045351263299,4900.212376770026
well_01,0,2233.5,2.5421209780000003,3870.174326,2016.9886170000002,2,10329.268851319011,5142.040083575292,2066.938910138074,4898.0385878674
well_01,0,2234.0,2.539501395,3932.768367,2058.411424,2,10221.457198732016,4614.993983198575,1739.734922755992,4895.84996503792
well_01,0,2234.5,2.555234481,4092.6708299999996,2077.606151,2,9744.177873842582,3882.3125265235976,1302.2558424903486,4893.646564613604
well_01,0,2235.0,2.548700412,4302.135324,2132.154463,2,8888.880615114744,2950.648549179451,760.3241227144389,4891.428442926472
well_01,0,2235.5,2.551966136,4259.682434,2098.421255,2,7647.01516101254,1826.654886795222,119.76221680155766,4889.195656308542
well_01,0,2236.0,2.577357837,4142.165129999999,2075.729395,2,6010.031250000002,516.9843750000005,-613.6074218749998,4886.948261091836
well_01,0,2236.5,2.580850687,4370.459415,2229.873341,2,3984.8383776443193,-964.9263928576833,-1431.1102180735609,4884.686313608369
well_01,0,2237.0,2.5782365240000003,4491.099045,2218.224815,2,1640.1850679252761,-2578.5057925515284,-2312.663109078941,4882.409870190163
well_01,0,2237.5,2.5503479369999997,4150.190779,2080.560155,2,-939.720398074187,-4276.398442135795,-3235.33091030758,4880.118987169235
well_01,0,2238.0,2.535407506,3958.602797,2075.790438,2,-3670.669739271132,-6011.248959664743,-4176.178437175917,4877.813720877607
well_01,0,2238.5,2.550210747,4016.224221,2066.736981,2,-6468.454674582625,-7735.701963192629,-5112.270505100388,4875.494127647296
well_01,0,2239.0,2.566888686,4394.168663,2180.1924440000003,2,-9248.866922925725,-9402.40207077371,-6020.671929497434,4873.160263810321
well_01,0,2239.5,2.5503479369999997,4133.419215999999,2077.862393,2,-11927.698203217496,-10963.993900462248,-6878.447525783492,4870.812185698704
well_01,0,2240.0,2.550754191,4038.970107,2074.084454,2,-14420.740234375002,-12373.122070312498,-7662.662109375,4868.44994964446
well_01,0,2240.5,2.551038315,4178.965395,2087.456314,2,-16653.446413897138,-13587.396793094525,-8352.694584099383,4866.073912184427
well_01,0,2241.0,2.534717127,4108.39267,2105.7229350000002,2,-18589.916853610164,-14584.290660441591,-8937.180207428004,4863.685630674709
well_01,0,2241.5,2.5503479369999997,4108.929889999999,2090.053125,2,-20203.913343922162,-15346.24185870276,-9407.0683252432,4861.286962676228
well_01,0,2242.0,2.538894627,4142.5817210000005,2093.86281,2,-21469.197675241234,-15855.688574227104,-9753.308283427326,4858.879765749902
well_01,0,2242.5,2.548222623,3730.6259670000004,1970.619174,2,-22359.531637975462,-16095.06899336368,-9966.849427862724,4856.465897456652
well_01,0,2243.0,2.552305445,4367.071797,2132.7908780000002,2,-22848.677022532935,-16046.821302461562,-10038.641104431737,4854.047215357402
well_01,0,2243.5,2.5457828030000003,4228.574807,2085.462516,2,-22910.395619321753,-15693.383687869815,-9959.632659016714,4851.625577013068
well_01,0,2244.0,2.551038315,3931.5965520000004,2054.526417,2,-22518.44921875,-15017.1943359375,-9720.7734375,4849.202839984573
well_01,0,2244.5,2.5848094109999997,4528.141678,2296.2973660000002,2,-21659.84292133555,-14010.656421489068,-9317.100648028296,4846.780861832838
well_01,0,2245.0,2.597650871,4683.638602,2346.4845,2,-20374.555068035406,-12706.033073250466,-8760.00294780573,4844.361500118784
well_01,0,2245.5,2.625902635,5149.45932,2392.2243940000003,2,-18715.807309916356,-11145.552408423031,-8064.956856300792,4841.94661240333
well_01,0,2246.0,2.5848094109999997,4584.162369,2334.568176,2,-16736.821298045186,-9371.4425442081,-7247.438892981964,4839.538056247398
well_01,0,2246.5,2.551950602,4516.888578,2189.572558,2,-14490.818683488678,-7425.931597806995,-6322.925577317736,4837.137689211909
well_01,0,2247.0,2.544448714,3945.9242310000004,2046.693594,2,-12031.021117313621,-5351.247686421057,-5306.893428776591,4834.747368857782
well_01,0,2247.5,2.539785638,3976.7206340000002,2049.473112,2,-9410.650250586801,-3189.618927251614,-4214.818966827017,4832.368952745937
well_01,0,2248.0,2.54354373,3964.513695,2051.324594,2,-6682.927734375001,-983.2734375,-3062.1787109375,4830.0042984372985
well_01,0,2248.5,2.550263092,4285.724218,2088.751057,2,-3901.8666007728707,1225.249590867197,-1866.3020490224205,4827.655263492786
well_01,0,2249.0,2.538657186,3985.701163,2084.768982,2,-1124.6454059864918,3392.166666822362,-651.9298427797395,4825.323705473317
well_01,0,2249.5,2.5455771659999997,3843.0678909999997,2013.4566309999998,2,1590.7659127501863,5473.383224572627,554.3441776466856,4823.011481939815
well_01,0,2250.0,2.539785638,4038.643658,2046.809323,2,4186.397418203222,7424.804698325122,1725.9262821129983,4820.7204504532
well_01,0,2250.5,2.548222623,3787.524761,2008.3584649999998,2,6604.279173138666,9202.336522286976,2836.222740475342,4818.4519272271555
well_01,0,2251.0,2.5502514169999997,4397.687295000001,2152.33535,2,8786.441240322574,10761.884130665321,3858.639822589862,4816.2050630864105
well_01,0,2251.5,2.545376534,3937.3964979999996,2043.996854,2,10674.913682521003,12059.352957667284,4766.5837983127,4813.978467508457
well_01,0,2252.0,2.54416459,3910.602587,2045.813816,2,12211.7265625,13050.648437499998,5533.460937500001,4811.770749970786
well_01,0,2252.5,2.545376548,4166.090871,2083.1306010000003,2,13351.101236505885,13702.090795370743,6136.373810319759,4809.580519950891
well_01,0,2253.0,2.551549565,4393.655604,2187.081739,2,14096.024234705983,14021.659420487382,6567.210188187385,4807.406386926264
well_01,0,2253.5,2.537966807,4270.006044,2110.04985,2,14461.673380747883,14027.748493057938,6821.554142830139,4805.246960374395
well_01,0,2254.0,2.5446721830000003,3985.143576,2067.958846,2,14463.226498279173,13738.752193290422,6894.989745975286,4803.100849772778
well_01,0,2254.5,2.544716244,3850.646585,2019.746041,2,14115.861410947442,13173.064701392854,6783.101069350083,4800.966664598902
well_01,0,2255.0,2.540959552,3954.5710729999996,2057.437665,2,13434.75594240028,12349.080197573248,6481.472184681792,4798.843014330262
well_01,0,2255.5,2.54646108,3857.356811,2028.1464190000002,2,12435.087916285267,11285.192862039625,5985.687163697678,4796.728508444348
well_01,0,2256.0,2.554119229,3715.7453579999997,1962.053813,2,11132.03515625,9999.796875,5291.330078125001,4794.621756418655
well_01,0,2256.5,2.539785638,3970.938845,2055.254573,2,9547.981365290108,8514.032674427177,4399.259759174661,4792.52136773067
well_01,0,2257.0,2.538811135,4138.880376,2109.740885,2,7734.133763793427,6860.025729353107,3331.434075992115,4790.425951857889
well_01,0,2257.5,2.539785638,4077.6088270000005,2064.025328,2,5748.905451495835,5072.6477665745315,2115.085657206463,4788.3341182778
well_01,0,2258.0,2.538657186,3960.845625,2069.006438,2,3650.70952813321,3186.7705128881926,777.4471314468005,4786.2444764679
well_01,0,2258.5,2.540321616,4308.191775,2121.625114,2,1497.9590934414343,1237.2656950908295,-654.2488726577744,4784.155635905678
well_01,0,2259.0,2.5435954030000003,3942.2751670000002,2047.0778510000002,2,-650.9327528436118,-740.9949600208176,-2152.769726478165,4782.0662060686245
well_01,0,2259.5,2.5435954030000003,3868.1655170000004,2022.2671579999999,2,-2737.552910986051,-2713.1397256500077,-3690.8828013852717,4779.974796434233
well_01,0,2260.0,2.539501514,4168.9798630000005,2092.2836780000002,2,-4703.48828125,-4644.296875,-5241.355468750001,4777.880016479996
well_01,0,2260.5,2.539215024,4039.2644920000002,2050.9763190000003,2,-6499.005934269103,-6502.721151664041,-6777.159038043178,4775.781118601235
well_01,0,2261.0,2.557350805,3814.767104,1985.0155309999998,2,-8109.093622155081,-8269.173180795315,-8272.080571135337,4773.679926864599
well_01,0,2261.5,2.550216731,3652.933654,1975.1796190000002,2,-9527.419267389178,-9927.540057936996,-9700.111067996932,4771.578908254565
well_01,0,2262.0,2.543056032,4150.6598539999995,2106.752897,2,-10747.65079245264,-11461.708878632257,-11035.241528598424,4769.480529755612
well_01,0,2262.5,2.550210961,3845.9822270000004,2026.18693,2,-11763.456119826707,-12855.566738424264,-12251.46295291027,4767.387258352218
well_01,0,2263.0,2.55090134,3853.630896,2028.482395,2,-12568.503171992628,-14093.000732856193,-13322.766340902928,4765.301561028864
well_01,0,2263.5,2.554180924,3752.594114,1982.267791,2,-13156.459871431647,-15157.897957471214,-14223.142692546851,4763.225904770023
well_01,0,2264.0,2.539095259,4141.591047,2084.209758,2,-13520.994140625002,-16034.145507812502,-14926.583007812502,4761.162756560178
well_01,0,2264.5,2.539095259,4240.812123,2096.4194899999998,2,-13659.187873803912,-16706.59652548891,-15411.77375157898,4759.114583383805
well_01,0,2265.0,2.539785638,4084.657879,2086.837533,2,-13581.778852199473,-17163.968336372043,-15676.183248359956,4757.083852225385
well_01,0,2265.5,2.539785638,4094.44659,2100.6570920000004,2,-13302.918828792763,-17395.94431239918,-15721.975287577745,4755.073030069394
well_01,0,2266.0,2.539785638,4015.9755149999996,2066.1682149999997,2,-12836.759556564843,-17392.207825507616,-15551.313658654668,4753.084583900311
well_01,0,2266.5,2.550210961,3889.9756039999997,2057.751058,2,-12197.452788496785,-17142.442247634626,-15166.36215101304,4751.120980702615
well_01,0,2267.0,2.5455771659999997,3880.373245,2040.990922,2,-11399.150277569664,-16636.330950717507,-14569.284554075175,4749.184687460784
well_01,0,2267.5,2.537966807,4130.859181,2087.813267,2,-10456.003776764546,-15863.557306693536,-13762.244657263389,4747.278171159295
well_01,0,2268.0,2.542714704,4321.219601,2125.752898,2,-9382.165039062502,-14813.804687500004,-12747.406250000002,4745.403898782629
well_01,0,2268.5,2.546214986,3930.6484509999996,2053.292809,2,-8189.834609623538,-13482.080439022538,-11531.829358274583,4743.564337315264
well_01,0,2269.0,2.5435954030000003,3920.92015,2032.050185,2,-6883.408202323397,-11884.68780294016,-10142.158954345754,4741.761953741678
well_01,0,2269.5,2.538657186,3983.6904159999995,2078.8536649999996,2,-5465.330323216762,-10043.253994880231,-8609.93624703938,4739.999215046347
well_01,0,2270.0,2.538993269,4365.214283,2200.199305,2,-3938.045478358314,-7979.406230470113,-6966.702445181345,4738.278588213752
well_01,0,2270.5,2.538811135,4126.0557850000005,2085.009701,2,-2303.9981738027323,-5714.771725337167,-5243.998757597514,4736.601762727248
well_01,0,2271.0,2.554651813,3706.009382,1980.1402,2,-565.6329156046991,-3270.977695108757,-3473.3663931137644,4734.967318065692
well_01,0,2271.5,2.544892557,3621.166296,1925.7133609999998,2,1274.6057901811048,-669.651355412248,-1686.3465605559684,4733.373056206817
well_01,0,2272.0,2.552316631,3748.4084390000003,1959.446095,2,3214.2734374999995,2067.580078125,85.51953124999955,4731.816779128356
well_01,0,2272.5,2.550142873,3675.5266490000004,1973.982048,2,5243.020023769607,4911.160596871412,1812.271339477725,4730.2962888080465
well_01,0,2273.0,2.5503479369999997,4294.467649,2088.947528,2,7318.873560296764,7799.81902017857,3470.2709852986272,4728.80938722362
well_01,0,2273.5,2.5350012509999997,4159.371113,2103.000735,2,9391.956561860607,10664.355374393848,5037.461255883587,4727.35387635281
well_01,0,2274.0,2.539785638,4116.565821,2100.666505,2,11412.391543240275,13435.569685864615,6491.784938403483,4725.927558173353
well_01,0,2274.5,2.545094771,4319.351913,2185.203667,2,13330.301019214914,16044.261980938243,7811.184820029192,4724.528234662979
well_01,0,2275.0,2.551535077,3872.3574009999998,2028.6589370000002,2,15095.807504563652,18421.2322859621,8973.603687931596,4723.153707799425
well_01,0,2275.5,2.551535077,3930.5115969999997,2068.092695,2,16659.03351406563,20497.280627283566,9956.984329281571,4721.801779560424
well_01,0,2276.0,2.543056032,4235.537875999999,2119.12555,2,17970.101562499996,22203.207031250004,10739.269531250002,4720.47025192371
well_01,0,2276.5,2.54664715,4597.0220229999995,2285.285417,2,18986.662765353816,23482.221395805693,11304.77869122062,4719.156926867016
well_01,0,2277.0,2.545743549,3950.521953,2061.176941,2,19696.482640945906,24327.17310528252,11663.337647428587,4717.859606368078
well_01,0,2277.5,2.551535077,3853.333718,2031.8992670000002,2,20094.855308303013,24743.321415609284,11831.148848321933,4716.576092404626
well_01,0,2278.0,2.545743549,3974.910721,2068.411842,2,20177.074886451883,24735.92558271478,11824.414742348672,4715.304186954399
well_01,0,2278.5,2.546421334,4014.986286,2053.9949260000003,2,19938.435494419267,24310.24486252781,11659.337777956825,4714.041691995128
well_01,0,2279.0,2.558274542,3792.0530380000005,1988.5103350000002,2,19374.23125123192,23471.538510977156,11352.120403594416,4712.786409504546
well_01,0,2279.5,2.545743549,3970.607782,2068.810375,2,18479.756275916578,22225.065783991624,10918.96506770947,4711.5361414603885
well_01,0,2280.0,2.549500241,4113.304874,2091.968273,2,17250.3046875,20576.085937500004,10376.074218750002,4710.288689840389
well_01,0,2280.5,2.550216731,3641.534329,1939.6995170000002,2,15693.405086690114,18543.762028371417,9741.410793527995,4709.042207660407
well_01,0,2281.0,2.54505317,4112.378086,2115.846661,2,13865.524000919606,16202.872317236292,9039.979682311248,4707.796252088805
well_01,0,2281.5,2.55090134,3876.390758,2035.5724059999998,2,11835.36243930234,13642.098865665368,8298.54626373153,4706.5507313320695
well_01,0,2282.0,2.552316631,3754.7852780000003,1961.222104,2,9671.62141095218,10950.123735229396,7543.8759164205985,4705.305553596687
well_01,0,2282.5,2.551188179,3760.1027649999996,1964.1097129999998,2,7443.001924983002,8215.628987499127,6802.734019010219,4704.060627089146
well_01,0,2283.0,2.546504986,3860.351536,2007.451523,2,5218.204990508667,5527.296684045306,6101.88595013215,4702.815860015934
well_01,0,2283.5,2.544892557,3515.80022,1880.197212,2,3065.9316166430444,2973.808886438682,5468.097088418157,4701.571160583537
well_01,0,2284.0,2.557203176,3727.519058,1964.562255,2,1054.8828125,643.8476562500009,4928.132812500001,4700.326436998442
well_01,0,2284.5,2.548658966,3597.514186,1927.161322,2,-755.2594114001678,-1387.507248854336,4503.852357995057,4699.081597467138
